id,gender,age,pref,education,pid,ability_1,ability_2,ability_3,ability_4,ability_5,ability_6,priority,performance1_1,performance1_2,performance1_3,performance1_4,performance2_1,performance2_2,performance2_3,performance2_4
1182,Male,45,Chiba,3,33,2,4,99,3,3,2,4,3,3,2,3,3,2,2,3
1183,Male,47,Kagawa,4,6,2,3,4,4,4,2,1,2,1,1,4,4,1,1,4
1184,Male,66,Fukui,2,33,4,2,3,4,3,1,3,4,4,4,4,4,4,4,4
1185,Female,44,Mie,4,33,2,3,3,3,4,3,1,3,2,1,99,4,3,1,3
1186,Male,58,Kumamoto,4,5,3,4,4,4,4,4,1,3,3,3,3,3,3,3,3
1187,Male,69,Kanagawa,2,4,2,2,4,3,4,3,3,4,4,4,4,4,4,4,4
1188,Male,58,Hiroshima,4,33,2,3,3,2,4,2,4,2,3,2,3,2,3,2,3
1189,Female,38,Kanagawa,4,33,99,99,99,99,99,99,4,3,3,2,3,3,3,2,3
1190,Female,46,Kanagawa,2,33,2,4,3,99,99,99,1,2,2,99,2,2,2,2,99
1191,Male,65,Fukuoka,4,1,1,4,3,2,4,2,4,4,4,3,4,3,3,2,4
1192,Female,51,Saitama,2,33,2,3,3,2,99,3,1,4,2,2,2,4,3,2,2
1193,Female,46,Iwate,4,6,2,2,2,3,3,2,1,4,4,2,99,4,3,2,3
1194,Male,48,Osaka,4,5,2,3,4,2,4,2,1,4,4,2,4,4,4,2,4
1195,Male,50,Tochigi,2,33,2,4,4,4,4,4,4,4,4,4,4,4,4,4,4
1196,Male,58,Okinawa,4,33,2,4,3,2,4,3,1,99,99,99,99,99,99,99,99
1197,Female,50,Chiba,3,1,1,4,3,3,3,4,3,3,4,3,3,3,3,2,2
1198,Female,64,Mie,3,99,2,2,3,3,2,3,3,4,3,3,3,4,4,3,3
1199,Male,45,Kanagawa,4,33,3,3,3,3,3,4,4,3,4,2,2,3,4,2,2
1200,Female,70,Kanagawa,3,1,1,4,4,4,4,4,1,3,2,4,4,3,3,4,4
1201,Male,77,Hyogo,4,2,2,2,3,4,4,3,4,4,3,2,4,3,3,2,4
1202,Male,53,Aichi,4,99,2,99,99,2,2,99,3,99,4,2,3,99,99,2,99
1203,Male,47,Gifu,2,33,2,2,2,3,4,3,1,2,2,2,2,3,2,2,3
1204,Male,51,Kyoto,2,1,2,2,3,3,3,3,1,3,3,2,3,3,3,2,4
1205,Male,63,Hyogo,4,1,1,4,4,4,4,3,2,4,4,4,4,4,4,4,4
1206,Male,47,Hokkaido,4,33,2,4,4,3,4,4,1,4,3,3,4,4,3,3,4
1207,Male,62,Saitama,4,3,2,3,3,3,4,3,1,3,4,3,3,4,4,3,3
1208,Male,36,Saitama,3,33,1,2,3,3,4,4,1,4,99,1,4,4,3,1,4
1209,Male,47,Fukuoka,4,5,1,4,4,3,4,2,3,1,3,2,2,1,2,2,2
1210,Female,38,Tokyo,4,33,4,3,3,4,4,4,4,4,4,3,4,4,3,3,4
1211,Female,52,Ehime,2,2,3,1,2,2,3,3,3,4,4,4,4,3,3,3,3
1212,Male,38,Shiga,2,1,2,4,3,3,4,2,1,2,2,1,1,2,2,1,1
1213,Male,49,Saitama,1,5,1,3,3,1,3,4,4,4,3,4,4,4,4,4,4
1214,Male,47,Saitama,4,33,3,3,4,4,4,4,1,4,3,3,4,4,3,3,4
1215,Male,67,Shizuoka,4,1,1,3,3,2,4,2,1,3,2,2,3,2,2,1,3
1216,Male,52,Ehime,3,1,1,2,3,3,4,3,1,2,2,2,2,2,2,2,2
1217,Male,38,Aichi,4,33,2,4,3,3,4,3,1,3,3,2,3,3,3,2,3
1218,Female,54,Shiga,3,11,2,2,2,2,3,1,4,4,4,4,4,4,4,4,4
1219,Male,21,Tokyo,4,33,1,2,1,2,2,3,4,3,3,2,3,3,3,2,3
1220,Female,48,Tochigi,3,33,2,2,4,3,3,3,4,3,3,3,2,99,3,2,2
1221,Male,48,Tokyo,4,33,99,99,99,4,4,3,99,3,3,3,3,2,3,3,3
1222,Male,60,Okayama,4,33,1,3,3,3,3,3,1,4,4,4,3,3,3,3,3
1223,Female,37,Yamaguchi,4,33,2,3,2,3,3,3,1,3,3,2,3,3,3,2,3
1224,Female,31,Fukuoka,3,1,2,4,4,4,4,4,2,3,4,3,4,99,99,99,4
1225,Other,52,Aomori,2,33,2,3,4,3,4,2,4,4,3,3,4,4,3,3,4
1226,Female,50,Hyogo,2,99,99,99,99,99,99,99,99,99,3,3,99,4,4,4,99
1227,Female,25,Aichi,2,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99
1228,Male,59,Saitama,4,99,2,2,99,99,99,2,1,4,3,2,3,3,3,2,3
1229,Female,36,Fukuoka,4,33,99,2,99,99,4,99,1,4,3,1,3,4,3,2,4
1230,Male,51,Osaka,4,6,1,4,4,2,4,2,3,2,2,2,4,3,3,2,4
1231,Male,51,Hyogo,4,33,3,4,4,3,4,2,5,4,3,3,4,3,3,3,4
1232,Male,45,Osaka,2,33,2,4,4,4,4,4,1,4,2,2,4,4,2,2,4
1233,Male,40,Kanagawa,4,1,2,4,4,3,4,4,1,3,2,2,3,3,2,2,3
1234,Male,20,Hokkaido,3,3,3,2,4,3,3,2,2,4,4,3,3,4,3,3,99
1235,Male,42,Osaka,4,2,3,3,2,3,3,3,2,3,3,2,3,3,2,3,3
1236,Male,43,Shizuoka,4,33,3,4,99,99,99,99,3,4,4,4,4,4,4,4,4
1237,Female,41,Hiroshima,4,33,2,4,4,4,4,3,1,3,3,2,3,3,2,2,3
1238,Male,33,Hokkaido,2,1,2,4,4,3,4,4,1,3,3,2,2,3,3,2,3
1239,Female,67,Fukuoka,3,1,1,4,3,2,4,2,2,1,1,1,2,2,1,1,2
1240,Female,56,Niigata,3,33,2,4,4,3,4,4,1,4,4,2,3,3,3,2,2
1241,Female,55,Saitama,2,99,4,99,2,4,99,99,4,4,4,4,99,4,4,3,99
1242,Male,48,Fukuoka,3,1,2,4,3,2,4,3,1,3,2,2,3,2,2,2,3
1243,Female,47,Osaka,4,33,99,99,99,99,99,99,4,4,4,3,3,3,3,2,3
1244,Female,30,Aichi,2,33,2,2,2,3,99,2,4,3,2,2,2,3,3,2,2
1245,Female,23,Kanagawa,2,33,2,99,99,99,99,4,3,3,4,3,99,3,4,99,4
1246,Male,45,Nara,4,33,1,4,4,4,4,4,3,3,2,2,2,3,3,2,2
1247,Male,20,Aichi,2,1,1,3,2,3,4,3,1,2,99,1,1,2,99,1,2
1248,Female,35,Tokyo,4,33,2,3,4,3,3,3,3,2,3,1,2,3,3,1,3
1249,Female,52,Kumamoto,2,1,2,3,2,3,3,2,1,4,2,3,4,4,3,2,4
1250,Male,43,Saitama,4,1,2,2,2,3,3,4,1,3,2,3,2,3,3,2,2
1251,Male,39,Hyogo,4,1,2,4,4,4,4,4,1,3,2,1,3,4,2,3,4
1252,Female,48,Kanagawa,3,2,2,2,3,2,3,2,3,4,2,1,2,3,2,1,2
1253,Male,36,Osaka,2,2,2,2,3,3,3,2,4,4,4,4,3,4,4,4,4
1254,Male,46,Shimane,4,1,1,4,4,4,4,4,1,4,2,2,4,4,2,2,4
1255,Male,27,Yamagata,3,6,4,2,2,3,2,2,4,4,4,4,2,4,4,4,3
1256,Female,29,Aichi,4,99,99,99,99,99,99,99,1,3,2,1,99,99,99,99,99
1257,Male,61,Fukuoka,2,1,1,4,3,2,4,2,1,3,2,2,4,2,2,1,4
1258,Male,41,Fukuoka,4,11,2,4,3,3,4,3,4,3,2,3,4,3,2,2,3
1259,Female,45,Gifu,3,1,1,4,3,2,3,3,4,3,2,2,4,2,2,2,3
1260,Male,28,Mie,4,33,99,99,99,99,99,99,3,99,99,99,99,99,99,99,99
1261,Male,42,Kanagawa,3,1,2,3,3,3,4,3,1,4,2,2,4,4,2,2,4
1262,Male,43,Iwate,2,99,99,99,99,99,99,99,1,3,2,3,99,3,2,3,99
1263,Male,56,Kanagawa,2,1,2,2,4,2,3,4,1,4,3,2,3,3,3,3,4
1264,Male,46,Tokyo,2,33,2,3,3,3,4,3,1,3,2,2,2,3,2,2,3
1265,Female,47,Osaka,4,6,3,4,3,3,3,2,1,4,4,3,4,4,4,3,4
1266,Male,21,Aichi,2,4,2,2,3,2,99,3,1,4,4,2,4,4,4,4,3
1267,Female,38,Tokyo,3,33,4,4,4,4,4,4,1,4,4,4,4,4,4,4,4
1268,Male,19,Aichi,2,33,1,99,99,99,4,99,3,2,3,3,3,2,2,99,3
1269,Male,39,Nara,2,1,2,4,3,2,4,2,1,2,3,2,1,2,2,2,1
1270,Male,69,Fukuoka,3,1,1,4,2,3,4,2,1,3,3,4,3,3,2,2,3
1271,Male,62,Kanagawa,4,33,1,2,4,4,4,4,3,3,3,2,3,3,3,2,3
1272,Female,33,Tokyo,4,33,2,3,2,4,4,2,1,3,3,2,2,3,3,2,2
1273,Female,45,Saitama,3,33,99,99,99,99,99,99,3,99,3,2,99,2,2,2,4
1274,Female,46,Chiba,4,33,2,3,4,4,3,4,1,3,2,2,99,3,2,2,99
1275,Male,57,Nagano,4,33,2,3,3,4,4,4,3,4,4,3,4,4,4,3,4
1276,Male,50,Miyagi,1,33,99,99,99,99,99,99,99,3,3,3,3,3,3,3,3
1277,Female,61,Gifu,3,33,2,4,4,4,4,4,3,3,4,3,99,99,3,3,99
1278,Female,18,Hokkaido,3,99,2,99,99,99,99,99,1,4,3,4,99,4,4,4,3
1279,Male,45,Fukuoka,4,33,1,4,3,2,4,3,3,99,3,3,99,3,3,2,4
1280,Female,37,Hokkaido,4,6,4,4,4,4,4,2,1,4,4,4,4,4,4,4,4
1281,Male,73,Kyoto,4,1,2,3,3,3,3,2,1,2,2,2,2,2,2,2,2
1282,Male,66,Kanagawa,4,1,2,4,99,4,4,4,5,3,2,2,3,4,2,2,4
1283,Male,49,Chiba,4,1,2,4,3,2,4,3,1,3,2,2,3,3,2,2,3
1284,Male,75,Hiroshima,3,5,2,4,3,4,3,3,2,4,3,1,4,4,3,2,4
1285,Male,42,Aomori,3,1,2,4,4,2,4,4,1,4,2,1,3,4,2,1,3
1286,Female,41,Tokyo,4,1,2,4,3,2,2,2,2,2,1,2,2,1,2,2,1
1287,Male,65,Kyoto,4,33,2,4,4,4,4,2,2,3,4,3,4,4,3,2,4
1288,Male,57,Miyagi,4,4,1,4,4,2,4,4,4,3,3,2,4,4,2,2,4
1289,Male,57,Mie,2,2,4,1,3,4,4,2,4,4,4,4,4,4,4,4,4
1290,Male,50,Osaka,3,5,2,3,4,3,2,2,1,4,3,3,4,4,4,4,4
1291,Male,43,Aichi,4,1,2,3,4,3,4,3,1,2,4,2,4,2,4,2,4
1292,Male,49,Saitama,4,4,1,4,4,1,4,4,1,2,2,2,2,2,2,2,2
1293,Female,44,Okinawa,4,33,2,3,3,3,4,2,3,3,4,2,4,4,4,2,4
1294,Female,48,Osaka,3,1,1,3,3,2,3,3,3,3,3,2,99,2,3,1,99
1295,Female,25,Fukuoka,4,1,2,99,99,99,99,99,3,99,3,3,3,99,2,2,3
1296,Female,60,Fukui,2,1,2,4,4,4,4,3,1,2,2,3,3,3,2,2,3
1297,Male,22,Mie,4,2,2,2,3,4,4,3,1,3,2,2,99,2,2,2,99
1298,Male,62,Aichi,2,1,1,4,3,3,4,2,3,3,3,2,4,99,99,99,99
1299,Female,46,Tokyo,3,33,4,4,4,4,4,4,3,4,4,3,3,4,4,3,4
1300,Male,46,Fukuoka,3,33,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
1301,Female,40,Miyazaki,2,33,3,3,2,2,4,2,1,3,2,1,2,3,2,1,2
1302,Male,65,Fukuoka,4,33,2,2,3,4,4,2,1,4,4,4,4,4,4,4,4
1303,Male,32,Akita,4,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99
1304,Male,47,Yamagata,2,33,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99
1305,Female,40,Hokkaido,2,99,99,99,99,99,99,99,4,99,99,2,99,99,99,99,99
1306,Female,41,Saitama,1,3,1,3,3,3,4,4,1,4,2,1,99,4,2,1,99
1307,Male,39,Gifu,4,33,2,4,4,4,4,4,1,2,2,2,2,2,2,2,2
1308,Female,57,Mie,2,33,2,99,99,99,99,2,3,99,3,3,99,3,3,3,99
1309,Female,67,Kanagawa,3,7,1,2,3,3,4,3,3,4,4,4,4,4,4,3,4
1310,Female,51,Osaka,4,6,2,2,2,3,3,2,1,4,2,2,3,4,2,2,4
1311,refuse,43,Gifu,2,33,2,2,2,3,3,2,3,4,99,4,4,4,4,4,3
1312,Female,50,Hyogo,3,6,2,4,4,3,4,2,1,3,2,2,3,4,3,2,3
1313,Male,38,Gifu,4,33,4,4,3,2,4,2,4,4,4,2,3,3,4,4,4
1314,Male,64,Saitama,4,2,3,1,2,3,2,2,1,4,4,3,3,4,4,3,4
1315,Female,49,Niigata,2,1,3,4,3,4,4,2,1,4,1,1,1,2,3,3,4
1316,Female,59,Fukui,3,99,3,3,3,4,4,3,1,3,4,4,99,3,4,99,99
1317,Female,61,Saitama,4,1,1,4,3,3,4,3,1,3,2,2,4,3,2,2,4
1318,Female,47,Yamanashi,3,5,3,2,2,3,1,3,4,4,4,3,3,4,3,3,3
1319,Male,47,Hyogo,4,6,2,4,4,4,4,3,3,3,4,2,2,3,4,2,4
1320,Male,57,Toyama,3,99,2,3,3,2,3,2,2,4,4,3,3,4,4,4,4
1321,Female,32,Wakayama,3,6,2,3,99,4,4,2,4,99,99,99,99,4,2,2,4
1322,Female,70,Okayama,3,33,2,3,3,3,3,3,1,4,3,2,4,3,3,2,4
1323,Female,46,Saitama,4,1,2,4,4,3,4,4,1,2,4,4,2,2,3,3,2
1324,Female,37,Wakayama,4,6,2,3,3,3,4,2,1,2,3,2,2,3,2,2,3
1325,Male,23,Fukuoka,4,1,2,3,3,3,4,3,1,2,1,1,2,2,2,1,2
1326,Male,40,Osaka,3,5,3,4,4,4,3,4,4,4,4,4,3,4,4,4,4
1327,Male,46,Saitama,3,33,2,4,3,4,3,3,4,4,99,4,3,4,4,4,4
1328,Male,60,Shimane,2,99,2,3,3,4,4,3,3,4,3,3,4,99,2,2,4
1329,Male,50,Osaka,4,99,2,3,3,2,3,2,1,3,3,3,4,3,3,3,4
1330,Male,51,NA,2,1,2,2,3,3,3,3,1,3,4,2,4,3,3,2,4
1331,Male,42,Nagano,3,6,1,4,3,2,4,2,1,2,2,2,2,2,2,2,2
1332,Female,33,Chiba,4,1,2,3,3,2,3,4,1,3,4,2,4,4,3,2,4
1333,Female,48,Aichi,3,33,2,99,99,99,99,99,4,4,4,3,99,99,99,99,99
1334,Female,50,Chiba,3,33,2,2,2,2,2,3,3,4,3,3,4,3,2,2,3
1335,Female,45,Aomori,2,1,2,4,3,4,4,4,1,4,3,3,3,4,4,3,4
1336,Male,50,Aichi,4,2,2,2,3,4,4,3,1,4,4,4,4,4,4,4,4
1337,Male,60,Osaka,4,33,2,4,4,4,3,2,1,4,4,4,4,4,4,4,4
1338,Male,43,Chiba,2,6,2,2,3,3,4,3,4,4,4,3,4,4,3,3,4
1339,Female,54,Kanagawa,3,2,2,1,3,3,4,3,1,2,4,3,4,3,3,2,4
1340,Male,49,Hokkaido,4,1,1,4,3,2,4,3,1,2,1,1,2,2,1,1,2
1341,Male,32,Kagawa,4,1,2,4,4,3,4,3,5,2,2,2,3,2,2,2,4
1342,Male,51,Miyazaki,4,2,2,2,3,2,3,3,4,4,4,3,2,3,4,3,3
1343,Male,45,Tochigi,3,11,1,2,3,2,3,2,4,3,2,2,3,3,2,2,3
1344,Female,43,Fukuoka,4,99,2,2,3,4,3,99,1,4,3,2,4,4,3,2,4
1345,Male,51,Mie,4,3,2,2,2,2,3,2,3,3,2,2,2,2,2,2,2
1346,Male,60,Saitama,2,1,1,4,4,3,4,3,1,2,2,1,4,2,2,1,4
1347,Female,60,Okayama,4,33,2,3,3,3,3,3,1,4,3,3,4,3,3,3,4
1348,Male,63,Tokyo,4,11,2,2,3,4,3,99,1,3,3,2,3,3,3,3,4
1349,Male,50,Hokkaido,1,1,1,4,4,3,3,4,4,2,2,2,2,3,2,2,2
1350,Male,49,Fukui,2,1,2,4,4,4,4,4,3,3,3,3,4,3,3,3,4
1351,Female,26,Tokyo,3,4,2,3,4,3,4,2,1,99,3,3,99,3,3,2,3
1352,Male,47,Osaka,2,99,1,1,3,2,1,2,1,3,3,2,2,4,4,2,2
1353,Male,67,Toyama,3,6,2,4,2,3,4,2,1,3,2,2,3,3,2,2,3
1354,Male,44,Kanagawa,4,33,4,2,4,4,2,4,4,4,4,4,4,4,4,4,4
1355,Male,37,Okinawa,2,1,2,99,99,2,4,99,3,4,3,3,3,4,3,3,3
1356,Female,56,Kanagawa,3,99,1,3,2,4,4,3,4,3,3,2,99,4,3,2,99
1357,Male,44,Chiba,4,33,3,2,3,4,2,4,11,4,4,2,4,4,4,2,4
1358,Male,40,Hyogo,1,33,4,3,4,4,3,4,4,3,2,2,3,3,2,2,3
1359,Male,56,Mie,4,1,2,3,4,3,4,3,1,3,2,2,2,3,3,2,2
1360,Male,56,Kanagawa,4,3,2,4,4,4,4,4,1,2,2,1,2,2,2,1,2
1361,Female,43,Ishikawa,2,1,2,99,99,99,99,99,4,2,2,3,3,2,2,2,3
1362,Male,42,Shizuoka,4,1,1,4,4,4,4,3,11,3,1,1,3,4,1,1,4
1363,Male,38,Niigata,4,1,1,4,3,4,4,4,2,99,2,2,1,99,1,2,2
1364,Male,33,Aichi,3,1,1,2,2,2,2,2,1,2,2,2,2,2,2,3,99
1365,Male,37,Fukuoka,4,33,2,4,4,4,4,3,1,2,2,2,2,2,2,2,2
1366,Male,35,Chiba,4,2,2,4,4,4,4,4,4,4,4,2,4,4,4,2,4
1367,Male,41,Gunma,2,99,99,99,99,99,99,99,1,99,99,99,99,99,99,99,99
1368,Male,33,Tokyo,4,33,4,4,4,4,3,4,1,4,4,1,4,4,3,1,3
1369,Male,66,Tokyo,4,2,2,1,3,4,3,4,1,3,4,2,2,4,4,3,2
1370,Female,61,Fukushima,4,2,3,3,3,3,3,3,3,4,4,4,4,4,4,4,4
1371,Male,54,Chiba,4,1,1,4,4,4,4,3,1,2,99,2,99,2,99,2,99
1372,Male,66,Hokkaido,4,1,1,4,3,2,4,3,1,2,3,2,2,3,2,2,2
1373,Male,21,Tokyo,2,2,2,2,3,2,3,4,3,2,2,2,99,99,2,2,99
1374,Female,43,Shimane,3,33,2,4,4,4,4,2,1,4,4,2,4,4,3,2,4
1375,Female,58,Wakayama,4,6,2,4,2,3,4,3,3,3,3,2,4,3,3,2,4
1376,Male,45,Osaka,2,33,2,4,4,3,3,2,4,3,4,3,4,3,3,2,99
1377,Male,72,Tokyo,4,33,2,3,4,4,4,4,1,3,4,4,3,3,4,2,4
1378,Male,21,Hokkaido,4,99,2,3,3,2,99,99,3,3,4,3,99,3,3,3,99
1379,Male,53,Osaka,4,33,4,3,99,4,3,3,1,3,3,3,3,4,3,2,3
1380,Male,45,Fukuoka,4,1,3,2,3,3,3,4,5,2,3,2,2,2,3,2,3
1381,Female,39,Aichi,2,33,2,3,4,3,4,4,1,3,3,2,2,3,3,2,2
1382,Male,25,Aichi,4,1,3,4,4,4,4,3,1,3,2,2,4,3,3,4,4
1383,Male,62,Ehime,2,99,1,4,4,2,4,3,3,4,4,4,4,3,4,4,4
1384,Male,32,Kanagawa,4,1,2,2,4,2,1,2,2,3,99,3,3,2,2,3,2
1385,Female,43,Tokyo,4,33,4,3,3,4,4,4,1,4,4,3,4,4,3,3,4
1386,Male,39,Kagawa,4,6,3,3,2,2,2,2,1,2,3,3,4,3,3,4,3
1387,Female,54,Tokyo,4,33,1,4,2,4,4,2,3,2,4,2,4,2,4,2,4
1388,Female,62,Fukuoka,3,33,2,3,3,3,4,2,1,2,2,2,3,99,99,99,99
1389,Male,49,Kanagawa,4,6,2,4,4,4,4,2,2,3,2,2,4,4,3,2,4
1390,Female,32,Hyogo,2,33,3,4,4,4,4,4,1,3,3,3,3,4,4,4,4
1391,Male,48,Hokkaido,2,99,2,2,2,3,3,2,3,3,4,4,3,4,4,4,4
1392,Female,23,Kyoto,4,33,99,99,99,99,99,99,1,99,99,99,99,3,99,2,99
1393,Female,48,Oita,2,33,2,99,99,99,99,99,4,99,4,2,99,99,4,2,99
1394,Female,53,Osaka,2,33,3,3,3,3,3,3,1,3,2,2,3,3,2,2,3
1395,Male,57,Hyogo,4,1,1,4,99,4,4,2,1,3,2,2,4,3,4,2,4
1396,Male,50,Kumamoto,3,1,1,4,4,2,4,3,1,2,2,2,2,2,2,2,2
1397,Male,30,Tokyo,4,33,2,99,2,99,2,99,3,4,3,2,2,4,3,2,4
1398,Male,40,Osaka,3,33,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99
1399,Male,31,Osaka,4,33,1,4,4,3,4,4,1,2,2,1,1,2,1,1,1
1400,Male,45,Kanagawa,2,1,1,4,4,4,4,4,1,3,2,2,3,3,2,2,3
1401,Male,51,Tochigi,4,33,3,4,4,4,4,4,1,4,4,3,4,4,3,2,4
1402,Female,41,Fukuoka,4,33,99,99,99,99,99,99,4,99,99,99,99,99,99,99,99
1403,Female,48,Hyogo,4,1,1,4,4,4,4,2,4,2,3,3,2,2,2,3,2
1404,Female,46,Aomori,4,33,3,99,99,4,99,4,4,4,4,3,3,4,3,3,3
1405,Female,20,Osaka,4,99,99,99,99,99,99,99,1,99,4,99,99,4,4,4,4
1406,Male,35,Shizuoka,3,11,4,2,4,4,4,4,3,3,3,3,3,3,3,3,3
1407,Male,45,Tokyo,4,33,2,3,3,3,3,3,4,2,2,2,3,2,2,2,3
1408,Female,53,Saitama,4,2,3,2,3,4,4,4,4,4,4,4,4,4,4,2,4
1409,Male,39,Aichi,4,5,4,2,4,4,3,3,1,4,2,3,2,2,3,4,2
1410,Female,21,Tokyo,4,33,99,99,99,99,99,99,3,99,4,2,99,4,4,4,99
1411,Male,49,Aichi,4,6,4,3,4,4,3,2,1,99,4,3,4,4,3,3,2
1412,Female,71,Yamagata,2,1,1,4,4,1,4,4,1,1,2,1,2,3,2,1,3
1413,Male,62,Fukushima,4,1,1,4,4,4,4,4,5,1,2,2,3,3,2,2,3
1414,Male,43,Osaka,4,33,2,4,4,2,4,3,4,3,3,2,2,3,3,2,2
1415,Female,35,Tokyo,4,33,99,99,99,99,99,99,4,4,4,4,4,4,4,4,4
1416,Female,45,Kanagawa,4,33,3,4,3,4,4,4,11,4,2,4,4,4,4,4,4
1417,Female,38,Mie,3,99,2,3,3,2,2,2,3,2,2,2,2,2,2,1,2
1418,Male,47,Shizuoka,4,33,2,3,3,4,4,3,3,4,4,4,4,4,4,4,4
1419,Male,33,Mie,4,33,2,3,4,3,4,4,3,3,4,3,3,3,4,3,3
1420,Female,40,Tokyo,3,33,99,99,99,99,99,4,1,3,3,3,99,3,3,3,99
1421,Male,53,Kanagawa,4,1,1,4,4,1,4,2,1,1,1,1,2,1,1,1,2
1422,Male,44,Kanagawa,4,33,4,2,4,4,2,4,4,4,4,4,4,4,4,4,4
1423,Male,62,Wakayama,4,1,2,4,2,3,4,3,1,3,3,2,4,3,4,2,4
1424,Male,48,Aichi,4,1,2,3,4,2,3,4,1,2,2,2,2,2,2,2,2
1425,Male,34,Gifu,2,33,4,4,4,4,4,4,3,4,4,4,3,4,4,4,3
1426,Male,39,Osaka,4,33,2,2,2,2,2,2,3,2,4,3,2,3,3,3,1
1427,Male,56,Shizuoka,2,3,2,4,3,2,4,4,4,4,4,2,4,3,3,2,4
1428,Male,46,Fukuoka,1,4,1,4,4,2,4,99,3,4,2,2,4,99,99,99,99
1429,Female,41,Okayama,4,33,2,4,3,3,4,2,1,4,4,1,4,4,4,2,4
1430,Male,53,Tokyo,4,6,2,4,2,3,3,1,1,3,4,4,99,4,4,3,99
1431,Male,58,Kanagawa,1,4,2,4,2,1,4,2,1,2,4,2,3,2,2,2,4
1432,Male,47,Tochigi,4,1,2,3,3,3,4,4,3,3,2,2,2,3,2,2,3
1433,Male,51,Osaka,4,6,2,3,99,99,3,2,4,3,4,3,4,3,3,2,4
1434,Male,54,Osaka,4,33,2,2,2,2,3,2,4,3,4,4,4,3,3,2,3
1435,Female,39,Shiga,2,99,1,2,2,2,1,1,3,4,3,3,2,3,3,3,2
1436,Female,44,Tokushima,4,33,3,3,3,3,4,3,1,3,3,2,3,3,3,2,3
1437,Male,29,Chiba,4,99,2,4,3,2,3,3,3,4,2,3,2,3,3,2,2
1438,Female,41,Aichi,3,2,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
1439,Male,39,Shiga,1,33,99,99,99,99,99,99,3,99,1,99,99,99,1,99,99
1440,Female,46,Hokkaido,4,1,2,4,4,4,4,4,1,3,2,2,3,3,2,1,3
1441,Male,38,Hyogo,4,33,4,2,3,4,2,2,4,4,4,4,4,4,4,4,4
1442,Male,45,Hokkaido,4,33,2,4,4,4,4,4,5,2,2,2,4,2,2,2,4
1443,Female,46,Tokyo,3,4,2,2,99,3,99,99,3,3,3,3,3,3,2,2,3
1444,Female,45,Chiba,4,33,99,99,99,99,99,99,1,3,3,3,4,4,4,3,3
1445,Male,44,Saitama,3,1,1,4,4,2,4,4,3,2,2,1,3,2,2,2,3
1446,Female,50,Kagawa,3,33,2,3,3,2,3,2,5,99,99,99,99,99,99,99,99
1447,Male,32,Okayama,4,33,4,4,4,4,4,4,99,3,3,3,3,4,3,3,4
1448,Female,82,Wakayama,2,1,1,3,2,2,4,2,3,3,2,1,1,3,2,2,1
1449,Male,54,Tokyo,4,5,2,2,4,4,3,2,4,4,4,3,3,4,4,4,4
1450,Female,47,Tokushima,4,5,3,2,3,4,2,3,4,4,4,4,3,4,4,2,3
1451,Female,21,Hyogo,4,1,1,4,4,3,4,4,1,2,1,2,1,2,2,2,2
1452,Male,51,Kagawa,3,33,2,3,3,4,3,2,4,4,99,3,4,4,3,3,4
1453,Male,62,Osaka,4,6,1,4,4,4,4,2,1,3,2,1,3,3,2,1,3
1454,Male,67,Hokkaido,4,2,2,3,4,3,4,4,3,3,4,2,4,3,4,2,4
1455,Female,33,Osaka,4,1,3,4,4,4,4,3,3,3,4,3,3,4,3,4,4
1456,Male,57,Chiba,2,33,1,4,4,2,3,3,1,3,4,1,4,4,4,1,4
1457,Male,34,Hyogo,4,2,2,2,3,3,3,3,5,4,4,3,4,3,99,99,99
1458,Male,51,Chiba,4,2,1,1,4,4,4,4,5,4,4,3,4,4,4,4,4
1459,Male,32,Miyagi,2,33,4,4,4,4,4,4,1,4,3,2,3,4,3,2,3
1460,Male,51,Kanagawa,3,99,1,3,3,2,4,3,4,2,3,3,99,3,4,3,3
1461,Male,49,Shiga,4,33,2,3,2,4,4,3,1,3,2,2,3,3,2,2,3
1462,Female,49,Aichi,2,33,2,2,4,3,3,2,1,4,4,4,4,4,4,2,4
1463,Male,39,Kagoshima,2,1,2,2,2,3,4,3,1,3,3,2,2,2,2,2,3
1464,Female,27,Tokyo,4,33,2,2,3,3,3,3,4,3,3,2,3,3,2,2,3
1465,Male,41,Kyoto,4,1,1,3,2,3,3,3,3,2,2,2,2,2,2,1,2
1466,Male,63,Tokyo,2,1,1,3,4,2,4,2,1,2,2,2,2,1,1,1,2
1467,Female,36,Iwate,4,2,2,1,3,4,4,3,1,4,2,4,4,4,4,4,4
1468,Male,23,Tokyo,4,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99
1469,Male,49,Tokyo,2,33,4,4,4,4,4,4,1,4,4,4,4,4,4,4,4
1470,Male,39,Kagoshima,2,1,1,2,2,4,4,2,4,2,2,3,2,2,2,2,2
1471,Male,54,Tokyo,2,33,2,4,4,3,4,4,3,3,4,2,3,3,2,2,3
1472,Male,52,Saitama,4,1,1,4,3,4,4,2,1,4,2,1,3,4,3,1,3
