id,gender,age,pref,education,pid,ability_1,ability_2,ability_3,ability_4,ability_5,ability_6,priority,performance1_1,performance1_2,performance1_3,performance1_4,performance1_5
1353,Male,60,Osaka,2,33,4,4,4,4,4,4,4,4,4,4,4,4
1354,Male,64,Tokyo,2,5,2,4,3,3,2,3,1,4,4,4,3,4
1355,Male,40,Fukuoka,4,33,2,3,2,2,4,2,1,3,2,2,3,99
1356,Female,27,Aomori,4,1,2,2,99,2,99,3,3,99,99,99,99,99
1357,Male,50,Kyoto,3,33,1,4,4,4,4,3,1,3,99,1,99,4
1358,Male,54,Oita,4,33,2,2,2,4,4,2,1,4,4,2,4,4
1359,Male,35,Hiroshima,4,1,1,2,3,4,4,3,1,2,2,2,2,2
1360,refuse,20,Saitama,4,99,99,99,99,99,99,99,99,99,99,99,99,99
1361,Male,56,Osaka,4,11,4,3,3,4,3,4,4,4,4,4,4,4
1362,Female,34,Saitama,4,33,2,4,4,3,4,2,3,2,3,1,2,2
1363,Female,40,Kanagawa,2,33,99,99,99,99,99,99,3,99,4,99,3,99
1364,Male,47,Saitama,4,11,3,3,3,4,4,3,1,4,4,4,4,4
1365,Male,65,Kyoto,4,33,2,2,2,2,4,2,1,4,3,2,3,4
1366,Male,37,Gunma,4,1,1,2,3,3,2,2,1,4,4,2,3,3
1367,Male,68,Aichi,4,6,2,4,4,4,4,3,4,2,2,2,2,2
1368,Female,50,Ibaraki,2,1,3,4,4,4,4,4,4,3,2,1,3,3
1369,Female,22,Nara,4,33,3,3,4,4,4,3,4,3,2,2,2,4
1370,Female,50,Niigata,2,33,3,4,2,3,4,2,4,3,2,3,2,3
1371,Female,18,Aichi,4,99,99,99,99,99,99,99,99,99,3,3,1,99
1372,Female,54,Mie,2,33,99,99,99,99,99,99,3,99,99,99,99,99
1373,Female,55,Fukuoka,3,33,1,3,3,4,4,2,4,3,3,2,3,3
1374,Male,37,Fukuoka,4,33,2,4,4,4,4,3,3,2,2,2,1,2
1375,Male,39,Tochigi,2,6,2,4,4,3,4,2,1,2,2,2,2,2
1376,Male,37,Osaka,4,33,2,99,99,99,99,99,3,99,99,99,99,99
1377,Male,33,Okayama,3,11,1,2,4,4,3,1,5,4,4,4,4,4
1378,Male,42,Fukuoka,2,4,1,2,1,1,3,2,2,2,1,1,3,3
1379,Male,66,Tokyo,4,1,1,3,3,3,3,3,3,2,3,2,3,2
1380,Female,54,Tokyo,3,99,99,99,99,99,99,99,99,99,99,99,99,99
1381,Female,63,Hyogo,3,6,2,4,3,4,4,1,1,2,3,2,2,3
1382,Female,48,Osaka,4,11,2,3,3,3,3,3,3,4,4,2,3,2
1383,Male,46,Hiroshima,2,1,1,4,4,3,4,3,1,2,3,2,2,3
1384,Male,57,Tokyo,4,33,3,3,4,3,4,2,11,4,4,4,4,4
1385,Male,58,Hiroshima,4,33,1,3,3,2,4,3,1,2,3,2,3,3
1386,Male,40,Hokkaido,2,1,2,2,3,2,3,3,3,99,3,3,3,3
1387,Female,45,Hyogo,4,6,2,3,3,3,3,2,1,4,4,2,4,2
1388,Male,37,Niigata,4,1,2,3,3,3,3,2,4,3,3,3,2,3
1389,Male,40,Osaka,4,6,1,3,3,2,4,3,1,4,4,2,4,4
1390,Male,51,Fukushima,2,33,4,4,4,4,4,4,3,4,4,4,4,4
1391,Male,62,Osaka,4,1,1,4,3,2,4,3,4,3,2,2,2,3
1392,Female,45,Chiba,4,33,2,2,2,2,2,2,1,3,3,3,3,3
1393,Male,60,Hyogo,2,3,4,4,2,4,4,2,4,4,4,99,4,99
1394,Male,45,Tokyo,3,6,1,4,4,3,4,2,1,2,2,2,1,2
1395,Female,46,Hokkaido,4,1,1,3,4,2,4,2,3,3,3,1,2,3
1396,Male,69,Kyoto,2,33,2,3,4,3,4,4,4,4,3,2,4,4
1397,Female,50,Kagawa,3,33,1,2,2,2,3,3,1,4,4,3,4,4
1398,Male,52,Kagawa,4,33,2,4,4,4,4,4,1,3,3,1,3,2
1399,Female,39,Shiga,2,1,2,4,4,4,4,4,3,4,3,2,4,99
1400,Female,48,Fukuoka,3,33,2,3,3,4,3,2,1,3,4,99,4,4
1401,Male,37,Kanagawa,4,33,2,2,3,4,4,2,1,4,3,2,4,3
1402,Female,38,Osaka,4,33,3,4,4,4,4,99,4,4,4,2,4,4
1403,Male,48,Fukuoka,4,33,1,2,4,2,4,3,5,4,4,2,4,4
1404,Male,60,Gunma,2,33,2,4,4,3,4,4,4,4,4,2,4,4
1405,Female,30,Gunma,4,33,2,3,3,4,2,2,3,99,3,3,2,2
1406,Male,40,Ibaraki,4,1,3,4,4,4,4,4,4,4,4,1,4,3
1407,Female,79,Tokyo,2,33,2,2,4,4,4,4,3,4,4,99,4,3
1408,Male,23,Kanagawa,4,1,2,4,2,2,4,2,1,2,2,1,2,2
1409,Female,32,Tokushima,2,33,99,99,99,99,99,99,3,4,4,99,4,99
1410,Male,59,Ehime,4,1,1,4,4,4,4,4,4,3,4,2,2,4
1411,Male,47,Aichi,4,1,1,2,2,2,2,2,3,1,1,1,1,2
1412,Male,23,Tokyo,4,33,2,3,4,4,4,3,4,3,3,2,4,3
1413,Female,52,Hokkaido,4,33,3,99,99,4,3,2,4,99,4,2,4,99
1414,Male,47,Miyagi,3,4,4,3,3,1,3,2,4,4,4,2,4,4
1415,Male,69,Aichi,4,1,1,4,4,2,4,2,1,2,4,2,3,3
1416,Male,51,Kyoto,2,33,2,4,4,4,4,99,1,4,4,2,4,99
1417,Male,38,Gifu,4,6,2,4,99,2,4,99,1,4,4,2,4,3
1418,Male,50,Tokyo,3,1,1,4,4,4,4,4,1,3,3,1,4,4
1419,Female,58,Fukuoka,2,1,2,3,3,3,4,3,1,4,3,2,3,4
1420,Male,64,Iwate,4,1,1,1,2,3,4,2,1,4,4,2,4,4
1421,Female,46,Osaka,3,5,3,2,4,4,2,3,4,4,4,3,4,3
1422,Female,56,Chiba,4,1,2,3,3,2,4,3,1,3,2,3,2,99
1423,Female,46,Tokyo,4,33,3,3,3,3,3,3,3,4,3,2,4,3
1424,Female,43,Kyoto,4,1,1,4,3,3,4,2,1,3,3,2,2,3
1425,Female,40,Tokyo,3,33,4,2,3,3,3,3,3,3,3,2,4,2
1426,Female,36,Saitama,3,33,99,99,99,99,99,99,1,4,4,2,4,4
1427,Female,47,Kanagawa,3,33,2,4,4,4,4,2,4,3,4,2,4,4
1428,Female,34,Gunma,2,2,2,3,4,4,4,3,3,3,4,4,4,3
1429,refuse,55,Mie,4,2,2,3,4,2,4,2,4,3,3,3,3,3
1430,Female,38,Tokyo,4,1,1,3,3,2,3,3,1,3,2,1,3,99
1431,Female,50,Chiba,3,33,2,2,2,2,2,2,1,3,3,2,3,3
1432,Female,59,Kagoshima,3,33,99,3,4,4,4,3,1,3,3,3,3,3
1433,Female,30,Hyogo,4,6,2,3,2,3,99,2,3,3,3,2,2,99
1434,Male,60,Saitama,2,33,4,2,2,4,2,4,2,4,4,4,4,4
1435,Female,59,Osaka,4,33,99,4,4,4,4,4,4,4,4,4,4,4
1436,Male,67,Okinawa,2,1,2,4,4,4,4,3,3,3,4,3,4,4
1437,Female,49,Tokyo,3,99,99,99,99,99,99,99,99,99,99,99,4,99
1438,Male,44,Miyagi,3,33,3,3,3,4,4,3,99,4,99,3,4,4
1439,refuse,50,Ehime,4,33,4,99,99,4,99,99,99,4,4,2,4,4
1440,Male,62,Hyogo,4,6,1,4,4,1,4,2,2,3,2,3,99,4
1441,Female,47,Saitama,2,99,2,3,1,4,4,2,1,3,4,3,4,4
1442,Male,30,Hokkaido,3,6,2,4,3,4,4,2,1,4,3,2,3,3
1443,Female,45,Gifu,3,3,2,3,3,3,3,3,4,4,2,2,2,3
1444,Male,53,Saitama,3,1,2,4,4,3,4,4,1,4,3,1,3,3
1445,Male,46,Tokyo,4,2,2,2,4,4,3,3,1,4,4,4,4,3
1446,Female,48,Yamaguchi,3,33,99,99,99,99,99,99,3,99,99,99,99,99
1447,Female,24,Kanagawa,1,33,99,99,99,99,99,99,1,4,3,2,4,4
1448,Male,54,Ehime,2,33,99,99,99,99,99,99,1,99,99,99,99,99
1449,Male,42,Tokyo,4,1,1,4,2,2,4,2,1,2,2,2,2,3
1450,Male,45,Kyoto,4,33,2,3,3,4,4,3,1,4,3,3,3,3
1451,Male,46,Hiroshima,4,5,1,2,4,3,4,4,3,4,4,3,4,1
1452,Male,63,Hiroshima,4,1,1,4,4,4,4,2,1,3,3,2,2,3
1453,Female,35,Hokkaido,2,33,99,99,99,4,99,3,1,4,4,1,3,99
1454,Male,65,Kagawa,4,33,2,4,4,4,4,2,1,4,4,4,4,4
1455,Female,44,Kanagawa,4,33,2,2,2,3,4,2,1,4,4,2,4,3
1456,Male,51,Okayama,4,1,1,2,2,2,2,2,5,1,1,1,1,1
1457,Female,63,Kanagawa,2,99,2,3,4,3,4,2,4,4,4,3,4,99
1458,Male,51,Saitama,2,33,2,2,3,3,4,4,3,3,2,2,3,4
1459,Male,70,Fukuoka,4,2,3,2,3,3,3,3,3,4,4,4,4,99
1460,Male,53,Fukushima,2,1,2,4,4,4,4,4,3,4,4,4,4,4
1461,Female,21,Hyogo,4,1,1,4,3,2,4,3,1,2,2,2,2,2
1462,Male,49,Yamanashi,4,2,2,2,3,3,3,3,4,4,4,3,4,4
1463,Female,53,Aichi,2,33,2,4,3,2,4,3,3,3,3,2,3,3
1464,refuse,28,Saitama,4,33,2,99,99,99,99,99,99,2,1,1,2,3
1465,Female,29,Kanagawa,3,99,2,2,2,3,3,3,1,3,3,2,4,3
1466,Female,52,Osaka,4,33,2,4,4,4,4,4,1,4,4,2,4,3
1467,Male,42,Kumamoto,2,5,4,4,4,4,1,99,4,4,4,4,4,4
1468,Female,44,Tokyo,4,33,4,4,4,4,4,4,3,4,4,4,4,4
1469,Female,32,Hyogo,2,33,2,3,2,99,3,2,1,99,99,1,2,2
1470,Male,33,Kanagawa,4,1,1,3,3,3,3,2,1,3,2,2,2,2
1471,Other,61,Tokyo,3,33,3,3,4,4,3,4,11,4,4,4,4,4
1472,Male,51,Tokyo,4,33,3,3,4,4,99,4,4,4,4,3,4,4
1473,Male,51,Okinawa,4,5,4,2,3,4,1,3,4,4,3,3,4,4
1474,Male,62,Nagano,2,1,1,3,3,3,3,2,1,2,2,2,2,3
1475,Female,38,Fukuoka,3,33,99,99,99,99,99,99,99,4,4,99,4,4
1476,Female,30,Osaka,4,33,4,4,2,4,4,4,1,4,4,4,4,4
1477,Female,47,Saitama,3,33,3,4,3,4,4,3,1,4,4,4,4,4
1478,Male,33,Tokyo,4,33,4,3,3,4,4,4,1,3,4,1,3,3
1479,Female,53,Hyogo,2,33,4,4,4,4,4,2,3,4,4,2,4,4
1480,Female,21,Tokyo,4,1,2,4,3,4,4,2,1,2,2,1,3,2
1481,Male,56,Hiroshima,3,1,1,3,4,3,4,4,4,2,2,2,2,3
1482,Male,61,Tokyo,4,33,2,4,2,4,4,2,4,3,3,4,4,4
1483,Female,29,Chiba,4,3,2,4,3,3,4,3,11,2,4,2,4,4
1484,Male,66,Aichi,2,2,2,2,3,3,4,3,3,2,4,2,4,2
1485,Male,35,Osaka,4,99,99,99,99,99,4,99,99,99,99,99,99,99
1486,Male,44,Akita,4,33,2,3,3,2,4,3,1,4,4,3,4,4
1487,Female,41,Fukuoka,4,33,2,99,4,2,99,1,1,4,99,99,99,4
1488,Female,41,Fukuoka,4,99,2,99,99,99,99,1,4,4,99,4,99,4
1489,Male,74,Hyogo,2,2,2,99,4,3,4,4,3,3,3,4,4,4
1490,Male,58,Kanagawa,4,6,1,4,4,3,4,2,1,3,3,2,3,3
1491,Male,52,Hyogo,4,6,1,2,3,3,4,2,1,4,3,2,3,1
1492,Male,30,Tokyo,4,1,1,2,2,2,2,2,3,4,99,2,2,3
1493,Female,39,Fukuoka,4,1,1,4,99,2,4,2,1,2,3,2,3,3
1494,Male,52,Okayama,4,6,1,4,3,2,4,2,1,4,4,2,2,4
1495,Male,19,Osaka,4,1,1,2,4,2,3,3,3,2,2,3,1,2
1496,Female,45,Kanagawa,4,33,2,3,4,4,4,4,11,4,3,4,4,4
1497,Male,53,Iwate,2,1,2,4,4,2,4,2,1,2,3,4,4,4
1498,Male,32,Kumamoto,4,2,1,2,4,3,4,3,1,2,3,1,4,3
1499,Male,38,Tokushima,4,2,2,2,3,4,4,4,4,4,4,2,4,4
1500,refuse,55,Tokyo,1,99,4,2,4,3,3,4,4,4,4,3,4,4
1501,Female,36,Tottori,2,33,2,99,99,99,99,2,1,4,4,99,4,99
1502,Female,59,Aomori,3,33,2,4,3,99,4,3,1,2,3,2,2,3
1503,Female,40,Tokyo,4,33,2,2,99,4,4,2,1,3,3,2,3,3
1504,Female,48,Kanagawa,3,33,99,3,3,3,4,4,1,99,3,2,2,3
1505,Female,66,Gifu,3,6,3,4,3,4,4,2,1,4,3,2,4,4
1506,Male,44,Kagoshima,2,6,2,4,4,4,4,1,1,3,3,1,3,2
1507,Male,59,Kanagawa,2,4,1,4,4,1,4,4,3,4,4,2,4,4
1508,Female,43,Tokyo,4,6,2,4,3,4,4,2,1,4,4,1,4,3
1509,Male,36,Aichi,3,33,2,4,4,4,4,3,1,3,3,2,3,3
1510,Male,66,Osaka,4,11,1,4,4,3,4,2,1,3,4,3,3,2
1511,Male,45,Yamagata,4,1,2,3,4,3,4,2,1,3,3,2,3,3
1512,Female,54,Hokkaido,2,6,3,2,3,3,3,2,1,3,4,2,3,4
1513,Male,59,Kyoto,2,33,99,99,99,99,99,99,4,4,4,3,4,4
1514,Male,65,Gunma,4,5,4,4,4,4,4,4,3,4,4,4,4,4
1515,Female,40,Hyogo,4,33,3,3,3,3,3,3,3,3,3,3,3,3
1516,Female,46,Aichi,4,6,2,2,3,2,4,2,1,4,4,2,4,3
1517,Male,48,Niigata,4,1,1,3,3,2,4,3,1,2,2,2,1,2
1518,Male,44,Aichi,4,1,2,4,3,3,4,3,1,3,3,2,2,2
1519,Female,48,Kagawa,3,1,1,2,2,2,2,2,5,2,2,2,2,2
1520,Female,60,Tottori,2,1,1,4,3,4,4,3,1,2,2,1,2,4
1521,Female,35,Kagoshima,4,33,2,3,4,4,4,2,99,3,3,3,4,99
1522,Female,51,Hiroshima,4,11,2,3,3,4,3,2,4,3,3,2,3,99
1523,Male,46,Tokyo,4,33,2,3,3,3,4,3,1,3,3,3,3,3
1524,Male,63,Saitama,2,33,2,4,2,4,4,2,3,2,2,3,2,4
1525,Female,31,Kanagawa,2,33,99,99,99,99,99,99,99,4,99,4,4,99
1526,Female,47,Fukuoka,3,6,2,2,3,3,3,1,1,4,3,3,4,4
1527,Male,44,Nagasaki,2,1,1,4,3,3,4,2,2,3,2,2,3,3
1528,Male,50,Chiba,2,3,3,3,2,4,4,4,4,4,4,4,4,4
1529,Male,49,Aichi,2,33,2,2,3,2,3,2,1,4,4,3,2,4
1530,Male,38,Hyogo,2,33,3,4,4,4,4,3,4,4,4,2,4,4
1531,Male,31,Kanagawa,2,99,3,1,1,2,1,2,99,99,99,99,99,99
1532,Male,52,Kyoto,3,6,1,2,2,2,4,1,4,4,3,2,2,4
1533,Male,53,Tokyo,4,6,2,4,4,4,4,4,11,4,4,4,4,4
1534,Female,41,Tokyo,2,2,4,2,4,4,2,3,3,4,4,4,4,4
1535,Male,52,Saitama,4,33,2,2,3,3,3,3,1,3,3,3,2,3
1536,Female,52,Osaka,4,1,2,3,4,3,3,2,1,4,3,3,3,3
1537,Female,52,Kanagawa,4,33,3,4,4,4,3,4,4,4,4,2,2,3
1538,Male,53,Yamanashi,4,6,1,4,4,4,4,1,3,4,4,4,4,4
1539,Male,19,Kyoto,2,3,2,3,3,4,4,4,1,3,3,1,2,4
1540,Female,34,Osaka,4,33,99,99,99,99,99,2,1,99,99,2,99,99
1541,Female,21,Osaka,4,11,4,2,2,99,2,4,1,4,4,4,99,99
1542,Male,71,Kanagawa,4,33,1,3,2,2,4,2,1,2,2,2,2,2
1543,Male,59,Hiroshima,2,33,3,3,3,3,3,3,1,4,4,4,4,4
1544,Female,48,Shizuoka,2,99,2,4,2,3,3,2,1,99,99,99,99,99
1545,Male,40,Tokyo,2,5,4,4,4,4,4,4,4,4,4,3,4,4
1546,Female,21,Nagano,4,33,2,4,4,4,4,4,99,2,99,2,2,99
1547,Male,50,Tokyo,4,33,2,3,3,3,4,99,1,4,3,2,4,3
1548,Male,58,Kanagawa,4,1,1,4,4,4,4,4,1,2,2,1,2,2
1549,Male,33,Shiga,3,5,3,2,3,4,3,2,4,3,3,4,3,4
1550,Female,48,Osaka,3,1,1,2,2,2,2,2,3,2,3,2,2,2
1551,Male,34,Kanagawa,4,33,99,99,99,99,99,99,99,99,4,2,4,99
1552,Female,21,Fukuoka,1,1,2,2,4,3,3,3,1,2,3,3,3,2
1553,Male,50,Ibaraki,2,33,2,3,3,3,3,3,1,3,3,2,3,3
1554,Male,54,Shiga,4,33,2,2,4,3,99,3,3,4,4,2,3,99
1555,Female,48,Hokkaido,3,2,1,1,3,3,4,3,1,4,4,4,3,4
1556,Female,50,Niigata,3,2,4,4,4,4,4,4,4,4,4,3,4,4
1557,Male,56,Ishikawa,4,1,1,4,4,3,4,3,3,4,4,2,3,3
1558,Male,60,Aichi,2,33,2,4,4,4,4,4,4,4,4,4,4,4
1559,Male,43,Gifu,2,1,1,2,2,4,4,2,1,1,2,1,1,1
1560,Female,38,Kyoto,4,1,3,4,4,3,4,3,3,2,3,3,3,3
1561,Female,56,Hyogo,3,5,3,2,2,2,1,4,4,4,4,4,4,4
1562,Male,51,Nara,2,33,4,4,4,4,4,4,3,4,4,4,4,4
1563,Male,58,Hiroshima,4,33,4,4,4,4,4,4,1,4,4,4,4,4
1564,Female,48,Kumamoto,4,33,2,3,3,3,3,3,1,3,4,3,3,3
1565,Female,21,Aichi,4,33,99,99,99,99,99,99,4,99,3,3,3,99
1566,Female,47,Aichi,4,33,4,4,4,4,4,4,11,4,4,4,4,99
1567,Female,44,Fukui,3,33,4,4,4,4,4,4,3,99,99,99,99,99
1568,Male,48,Tottori,3,6,2,3,3,3,4,2,1,4,4,3,4,3
1569,Male,53,Kyoto,4,1,1,4,4,4,4,2,1,3,3,1,2,2
1570,Male,60,Saitama,4,33,4,3,3,4,4,3,4,4,4,2,4,4
1571,Female,51,Yamaguchi,2,1,2,2,99,3,3,99,3,2,2,2,2,99
1572,Male,34,Aichi,2,33,99,99,99,99,99,99,4,3,99,2,4,99
1573,Male,49,Okayama,4,1,1,4,4,4,4,3,1,2,3,2,1,2
1574,Male,47,Ehime,4,1,2,2,2,3,4,2,1,99,99,99,99,99
1575,Male,48,Tokyo,2,33,2,3,99,3,99,99,1,3,4,2,2,3
1576,Female,21,Kanagawa,2,1,2,2,3,2,3,3,1,4,4,2,4,4
1577,Female,54,Aichi,2,99,1,2,2,4,2,1,99,4,4,3,4,3
1578,Male,59,Kumamoto,4,1,2,4,4,4,4,3,11,2,2,2,2,2
1579,Female,18,Hokkaido,2,99,99,99,99,99,4,99,4,3,3,2,2,3
1580,Male,50,Aichi,4,1,1,4,3,3,4,2,11,2,2,1,2,1
1581,Male,68,Saitama,4,5,3,3,3,4,2,2,3,4,4,4,3,4
1582,Male,45,Tokyo,4,1,2,4,4,3,4,3,1,2,3,2,3,2
1583,Female,45,Fukui,3,33,2,3,3,4,4,3,1,3,3,2,99,4
1584,Female,34,Saitama,4,1,1,4,4,4,4,3,1,3,2,1,1,3
1585,Female,24,Ishikawa,4,99,2,2,2,2,3,2,4,3,3,2,4,4
1586,Male,70,Hyogo,4,6,2,3,3,3,4,3,1,3,2,2,3,99
1587,Female,65,Hokkaido,2,33,4,4,99,4,4,99,99,99,99,99,4,99
1588,Female,40,Nagano,4,4,4,3,99,3,4,4,1,4,4,4,4,4
1589,Female,65,Tokyo,4,1,2,3,3,3,4,3,1,2,3,2,2,2
1590,Male,47,Osaka,2,99,1,3,3,3,4,4,1,2,2,2,2,2
1591,Male,45,Tokyo,4,1,1,4,99,2,4,3,1,2,3,2,2,3
1592,Male,45,Yamagata,2,33,99,99,99,99,99,99,99,3,3,2,2,3
1593,Male,42,Shizuoka,2,33,99,99,99,99,99,99,3,99,99,99,99,99
1594,Male,72,Iwate,1,33,2,3,3,3,3,3,99,4,3,3,3,3
1595,Female,40,Tokyo,4,33,2,3,4,4,4,3,3,4,4,2,2,4
1596,Male,37,Osaka,4,6,2,4,3,4,4,2,4,2,2,4,4,3
1597,Female,36,Tokyo,3,2,2,3,3,4,4,3,4,3,4,2,3,4
1598,Male,66,Fukushima,2,33,3,3,4,4,4,4,1,4,4,4,4,2
1599,Male,27,Chiba,4,1,1,3,3,3,3,3,1,2,2,2,1,2
1600,Male,27,Akita,1,5,4,1,4,4,1,4,4,4,4,4,4,4
1601,Male,49,Kanagawa,4,33,1,2,2,3,4,2,1,3,3,2,3,3
1602,Male,36,Fukuoka,2,99,99,99,99,99,99,99,99,99,99,99,99,99
1603,Female,45,Aichi,3,6,1,4,4,99,4,3,1,2,3,2,2,99
1604,Female,38,Kanagawa,4,33,2,4,3,4,4,2,3,4,4,4,2,3
1605,Female,40,Aichi,4,33,2,2,3,3,4,3,1,4,4,3,4,3
1606,Female,47,Hiroshima,3,33,2,3,3,4,2,2,4,4,4,3,3,3
1607,Male,45,Tochigi,3,33,1,3,3,2,3,2,1,4,3,2,3,3
1608,Male,51,Saitama,4,33,1,2,4,2,4,4,4,4,4,2,4,4
1609,Male,51,Saitama,4,33,1,2,4,2,4,4,4,4,4,2,4,4
1610,Male,27,Ibaraki,4,33,4,4,4,3,3,99,5,3,2,3,4,2
1611,Female,51,Kagawa,4,33,2,4,4,4,4,4,1,4,4,1,2,4
1612,Male,51,Saitama,4,33,1,2,4,2,4,4,4,4,4,2,4,4
1613,Male,34,Chiba,4,33,3,3,3,4,4,2,5,4,4,4,4,4
1614,Female,50,Ibaraki,4,11,2,3,3,4,3,2,4,4,4,2,3,3
1615,Female,45,Osaka,2,6,2,3,3,3,3,2,3,3,3,2,3,3
1616,Female,44,Tokyo,3,99,2,3,3,3,3,3,1,4,4,2,4,3
1617,Female,54,Kagawa,2,33,99,99,99,99,99,99,99,99,99,99,99,99
1618,Female,37,Kanagawa,4,33,2,2,3,3,3,3,1,4,3,3,3,3
1619,Female,41,Shizuoka,4,33,99,99,99,4,3,2,1,99,3,2,4,4
1620,Female,62,Osaka,3,1,2,4,4,4,4,99,1,3,3,2,99,99
1621,Male,74,Tokyo,4,2,2,2,2,2,4,2,4,4,4,3,4,4
1622,Male,53,Hiroshima,3,33,2,2,3,3,2,2,1,4,4,4,4,4
1623,Male,48,Ibaraki,2,1,2,3,3,2,3,2,4,3,3,2,2,3
1624,Female,38,Hiroshima,2,1,2,3,3,3,4,3,1,3,2,3,2,2
1625,Male,23,Aichi,2,1,1,4,4,4,4,4,1,2,2,1,3,2
1626,Female,41,Osaka,4,1,2,4,3,4,4,3,1,4,4,4,4,4
1627,Male,63,Fukuoka,3,1,2,3,2,2,4,2,3,4,4,3,2,4
1628,Male,48,Kagoshima,2,1,4,4,4,4,4,4,1,4,99,2,99,99
1629,Female,50,Kumamoto,3,33,2,2,2,99,99,2,99,99,99,2,3,99
1630,Male,49,Tokushima,4,1,3,3,3,3,4,3,4,3,3,3,3,4
1631,Male,39,Kagawa,4,6,2,2,3,2,3,2,3,2,2,2,3,3
1632,Male,50,Hyogo,2,33,4,2,3,4,2,2,4,4,2,4,4,2
1633,Female,52,Kumamoto,2,3,2,3,2,4,3,4,1,4,3,2,3,3
1634,Male,54,Okayama,2,1,2,3,3,3,3,2,1,4,4,2,4,4
1635,Male,28,Gunma,2,33,3,4,4,3,4,2,1,4,3,2,3,99
1636,Female,58,Kagoshima,4,99,2,2,2,2,3,1,99,3,4,2,2,99
1637,Female,46,Osaka,4,33,2,2,2,3,3,3,1,3,2,2,3,3
1638,Female,44,Tokyo,4,33,99,99,99,99,4,2,4,4,4,2,4,4
1639,Female,38,Aichi,2,33,3,3,3,3,3,3,99,3,2,1,2,1
1640,Female,45,Shiga,3,5,2,3,99,3,3,4,1,4,4,2,99,3
1641,Male,45,Yamagata,4,6,2,4,3,3,4,2,1,3,3,2,2,2
1642,Male,49,Hokkaido,4,33,4,4,4,4,4,4,99,99,99,99,99,99
1643,Male,23,Gifu,4,33,2,4,2,3,4,2,1,3,2,2,2,2
1644,Male,45,Tochigi,4,33,2,2,4,3,4,3,4,3,4,2,3,3
1645,Male,36,Yamaguchi,4,6,2,4,4,4,4,2,1,4,3,2,2,4
1646,Female,32,Saga,2,33,2,3,4,2,4,2,4,4,1,1,1,99
1647,Female,45,Kanagawa,4,5,3,2,4,4,2,99,4,4,4,2,4,4
1648,Male,51,Tokyo,3,6,2,4,4,4,4,2,1,4,4,4,4,4
1649,Male,58,Kanagawa,4,33,1,3,3,3,4,2,1,2,3,2,2,2
1650,Male,33,Kanagawa,2,33,2,3,3,3,3,3,1,3,3,4,4,4
1651,Male,61,Osaka,4,6,2,4,2,3,4,2,1,4,4,2,3,2
1652,Male,68,Hyogo,2,33,3,3,4,4,4,3,4,4,4,2,4,4
1653,Male,62,Yamagata,3,6,1,3,3,2,4,2,1,3,4,3,3,3
1654,Female,42,Niigata,4,99,2,3,3,3,4,3,1,4,3,2,4,99
1655,Female,53,Shizuoka,2,1,2,3,2,4,3,2,1,2,2,2,2,4
1656,Male,42,Tokushima,2,33,4,4,4,4,4,4,1,3,3,3,2,3
1657,Female,37,Osaka,2,1,2,2,2,4,4,4,1,3,99,3,4,4
1658,Female,36,Osaka,3,99,2,4,3,99,99,2,99,99,99,1,3,3
1659,Male,46,Aichi,4,33,99,99,99,99,99,99,1,3,3,2,3,3
1660,Male,45,Tokyo,2,99,2,3,3,3,3,2,1,4,4,1,4,4
1661,Male,56,Kanagawa,2,1,2,4,3,2,4,3,1,3,2,3,2,4
1662,Male,51,Kagoshima,4,1,1,4,4,4,4,2,1,2,3,2,3,4
1663,Male,25,Fukuoka,4,1,2,3,3,99,4,99,1,2,3,99,99,99
1664,Male,67,Hokkaido,4,2,4,4,4,4,4,4,1,4,4,4,4,4
1665,Male,21,Tokyo,2,2,2,2,3,2,3,4,3,3,3,2,4,2
1666,Male,49,Fukui,2,1,1,3,3,3,4,3,3,3,3,2,1,2
1667,Male,41,Aichi,4,11,3,4,4,4,4,4,1,4,4,3,4,2
1668,Female,43,Tokyo,4,33,2,3,2,4,4,3,1,3,3,2,4,4
1669,Male,47,Gifu,2,2,2,2,3,3,4,3,1,2,2,1,2,3
1670,Female,70,Kochi,4,33,2,3,4,4,4,2,3,3,2,2,2,3
1671,Male,46,Osaka,4,6,1,4,4,3,4,1,1,2,4,2,4,4
1672,Female,59,Kanagawa,2,1,2,4,4,3,4,4,3,4,4,2,3,2
1673,Male,58,Tokyo,4,33,2,2,4,4,2,2,1,4,4,4,4,4
1674,Male,68,Tochigi,4,33,1,3,4,3,4,2,4,2,4,2,4,4
1675,Male,50,Kanagawa,2,33,2,3,99,3,2,2,1,4,4,2,3,4
1676,Male,19,Aichi,3,33,99,99,99,99,99,99,3,99,4,3,2,99
1677,Male,28,Kyoto,3,33,99,99,99,99,99,99,3,99,3,3,3,99
1678,Female,48,Aichi,4,33,1,4,3,99,4,2,1,4,4,2,4,3
1679,Female,38,Kumamoto,4,99,2,3,2,4,3,1,4,4,4,2,4,4
1680,Male,48,Hyogo,4,6,1,4,2,4,4,1,1,4,4,4,4,4
1681,Female,38,Osaka,2,33,3,2,2,4,2,2,4,4,4,4,4,4
1682,Male,56,Osaka,4,1,2,4,2,4,4,2,1,2,3,2,3,4
1683,Female,35,Gifu,3,3,4,2,2,4,2,3,1,3,2,2,2,4
1684,Female,41,Okayama,4,11,4,3,2,4,4,4,4,4,4,4,4,4
